time[ms],#packets last interval,#packets overall,overall avrg. packetsize [byte],overall sum packetsize [byte],overall thrp [Mb/s],thrp last interval [Mb/s]
0.0,0,0,NaN,0.0,NaN,NaN
500.0,0,0,NaN,0.0,0.0,NaN
1000.0,0,0,NaN,0.0,0.0,NaN
1500.0,0,0,NaN,0.0,0.0,NaN
2000.0,0,0,NaN,0.0,0.0,NaN
2500.0,0,0,NaN,0.0,0.0,NaN
3000.0,0,0,NaN,0.0,0.0,NaN
3500.0,0,0,NaN,0.0,0.0,NaN
4000.0,0,0,NaN,0.0,0.0,NaN
4500.0,0,0,NaN,0.0,0.0,NaN
5000.0,0,0,NaN,0.0,0.0,NaN
5500.0,0,0,NaN,0.0,0.0,NaN
6000.0,0,0,NaN,0.0,0.0,NaN
6500.0,0,0,NaN,0.0,0.0,NaN
7000.0,0,0,NaN,0.0,0.0,NaN
7500.0,0,0,NaN,0.0,0.0,NaN
8000.0,0,0,NaN,0.0,0.0,NaN
8500.0,0,0,NaN,0.0,0.0,NaN
9000.0,0,0,NaN,0.0,0.0,NaN
9500.0,0,0,NaN,0.0,0.0,NaN
10000.0,0,0,NaN,0.0,0.0,NaN
10500.0,0,0,NaN,0.0,0.0,NaN
11000.0,0,0,NaN,0.0,0.0,NaN
11500.0,0,0,NaN,0.0,0.0,NaN
12000.0,0,0,NaN,0.0,0.0,NaN
12500.0,0,0,NaN,0.0,0.0,NaN
13000.0,0,0,NaN,0.0,0.0,NaN
13500.0,0,0,NaN,0.0,0.0,NaN
14000.0,0,0,NaN,0.0,0.0,NaN
14500.0,0,0,NaN,0.0,0.0,NaN
15000.0,0,0,NaN,0.0,0.0,NaN
15500.0,0,0,NaN,0.0,0.0,NaN
16000.0,0,0,NaN,0.0,0.0,NaN
16500.0,0,0,NaN,0.0,0.0,NaN
17000.0,0,0,NaN,0.0,0.0,NaN
17500.0,0,0,NaN,0.0,0.0,NaN
18000.0,0,0,NaN,0.0,0.0,NaN
18500.0,0,0,NaN,0.0,0.0,NaN
19000.0,0,0,NaN,0.0,0.0,NaN
19500.0,0,0,NaN,0.0,0.0,NaN
20000.0,0,0,NaN,0.0,0.0,NaN
20500.0,0,0,NaN,0.0,0.0,NaN
21000.0,0,0,NaN,0.0,0.0,NaN
21500.0,0,0,NaN,0.0,0.0,NaN
22000.0,0,0,NaN,0.0,0.0,NaN
22500.0,0,0,NaN,0.0,0.0,NaN
23000.0,0,0,NaN,0.0,0.0,NaN
23500.0,0,0,NaN,0.0,0.0,NaN
24000.0,0,0,NaN,0.0,0.0,NaN
24500.0,0,0,NaN,0.0,0.0,NaN
25000.0,0,0,NaN,0.0,0.0,NaN
25500.0,0,0,NaN,0.0,0.0,NaN
26000.0,0,0,NaN,0.0,0.0,NaN
26500.0,0,0,NaN,0.0,0.0,NaN
27000.0,0,0,NaN,0.0,0.0,NaN
27500.0,0,0,NaN,0.0,0.0,NaN
28000.0,0,0,NaN,0.0,0.0,NaN
28500.0,0,0,NaN,0.0,0.0,NaN
29000.0,0,0,NaN,0.0,0.0,NaN
29500.0,0,0,NaN,0.0,0.0,NaN
30000.0,0,0,NaN,0.0,0.0,NaN
30500.0,0,0,NaN,0.0,0.0,NaN
31000.0,0,0,NaN,0.0,0.0,NaN
31500.0,0,0,NaN,0.0,0.0,NaN
32000.0,0,0,NaN,0.0,0.0,NaN
32500.0,0,0,NaN,0.0,0.0,NaN
33000.0,0,0,NaN,0.0,0.0,NaN
33500.0,0,0,NaN,0.0,0.0,NaN
34000.0,0,0,NaN,0.0,0.0,NaN
34500.0,0,0,NaN,0.0,0.0,NaN
35000.0,0,0,NaN,0.0,0.0,NaN
35500.0,0,0,NaN,0.0,0.0,NaN
36000.0,0,0,NaN,0.0,0.0,NaN
36500.0,0,0,NaN,0.0,0.0,NaN
37000.0,0,0,NaN,0.0,0.0,NaN
37500.0,0,0,NaN,0.0,0.0,NaN
38000.0,0,0,NaN,0.0,0.0,NaN
38500.0,0,0,NaN,0.0,0.0,NaN
39000.0,0,0,NaN,0.0,0.0,NaN
39500.0,0,0,NaN,0.0,0.0,NaN
40000.0,0,0,NaN,0.0,0.0,NaN
40500.0,0,0,NaN,0.0,0.0,NaN
41000.0,0,0,NaN,0.0,0.0,NaN
41500.0,0,0,NaN,0.0,0.0,NaN
42000.0,0,0,NaN,0.0,0.0,NaN
42500.0,0,0,NaN,0.0,0.0,NaN
43000.0,0,0,NaN,0.0,0.0,NaN
43500.0,0,0,NaN,0.0,0.0,NaN
44000.0,0,0,NaN,0.0,0.0,NaN
44500.0,0,0,NaN,0.0,0.0,NaN
45000.0,0,0,NaN,0.0,0.0,NaN
45500.0,0,0,NaN,0.0,0.0,NaN
46000.0,0,0,NaN,0.0,0.0,NaN
46500.0,0,0,NaN,0.0,0.0,NaN
47000.0,0,0,NaN,0.0,0.0,NaN
47500.0,0,0,NaN,0.0,0.0,NaN
48000.0,0,0,NaN,0.0,0.0,NaN
48500.0,0,0,NaN,0.0,0.0,NaN
49000.0,0,0,NaN,0.0,0.0,NaN
49500.0,0,0,NaN,0.0,0.0,NaN
50000.0,0,0,NaN,0.0,0.0,NaN
50500.0,837,837,1011.415770609319,846555.0,0.13410772277227723,13.54488
51000.0,834,1671,1014.7242206235012,1692835.0,0.2655427450980392,13.54048
51500.0,874,2545,978.2048054919909,2547786.0,0.39577258252427183,13.679216
52000.0,821,3366,1010.4567600487211,3377371.0,0.5195955384615384,13.27336
52500.0,829,4195,1026.270205066345,4228149.0,0.6442893714285716,13.612448
53000.0,848,5043,986.2865566037735,5064520.0,0.7644558490566038,13.381936
53500.0,856,5899,960.6168224299065,5886808.0,0.8802703551401868,13.156608
54000.0,858,6757,1009.7237762237762,6753151.0,1.0004668148148148,13.861488
54500.0,816,7573,1012.8700980392157,7579653.0,1.112609614678899,13.224032
55000.0,852,8425,998.8568075117371,8430679.0,1.226280581818182,13.616416
55500.0,834,9259,1022.1726618705036,9283171.0,1.3381147387387387,13.639872
56000.0,843,10102,1035.9561091340452,1.0156482E7,1.450926,13.972976000000003
56500.0,817,10919,1007.7858017135862,1.0979843E7,1.5546680353982303,13.173776
57000.0,840,11759,992.6273809523809,1.181365E7,1.6580561403508773,13.340912
57500.0,853,12612,1005.3305978898007,1.2671197E7,1.762949147826087,13.720752
58000.0,850,13462,1020.58,1.353869E7,1.8674055172413793,13.879888
58500.0,859,14321,978.1827706635623,1.4378949E7,1.966352,13.444144
59000.0,839,15160,987.0035756853397,1.5207045E7,2.0619722033898307,13.249536
59500.0,830,15990,1040.9722891566264,1.6071052E7,2.1608137142857147,13.824111999999998
60000.0,847,16837,994.4085005903188,1.6913316E7,2.2551088,13.476224
60500.0,844,17681,1010.4419431279621,1.7766129E7,2.349240198347107,13.645008
61000.0,839,18520,1044.5089392133493,1.8642472E7,2.4449143606557375,14.021488000000002
61500.0,864,19384,993.0046296296297,1.9500428E7,2.5366410406504065,13.727296
62000.0,821,20205,979.1875761266748,2.0304341E7,2.6199149677419356,12.862608
62500.0,826,21031,1009.8849878934625,2.1138506E7,2.705728768,13.34664
63000.0,847,21878,1027.5230224321133,2.2008818E7,2.7947705396825397,13.924992
63500.0,841,22719,987.986920332937,2.2839715E7,2.877444409448819,13.294352
64000.0,835,23554,1014.2383233532934,2.3686604E7,2.9608255,13.550224
64500.0,838,24392,1014.9642004773269,2.4537144E7,3.0433666976744185,13.60864
65000.0,841,25233,1005.0689655172414,2.5382407E7,3.123988553846154,13.524208
65500.0,832,26065,976.6322115384615,2.6194965E7,3.199385038167939,13.000928
66000.0,870,26935,1000.5367816091954,2.7065432E7,3.280658424242424,13.927472
66500.0,854,27789,992.4461358313818,2.7912981E7,3.3579526015037597,13.560784
67000.0,824,28613,1013.1334951456311,2.8747803E7,3.4325734925373137,13.357152
67500.0,841,29454,1009.2259215219976,2.9596562E7,3.507740681481481,13.580144
68000.0,854,30308,998.9976580796252,3.0449706E7,3.582318352941176,13.650304
68500.0,839,31147,983.2240762812872,3.1274631E7,3.6525116496350365,13.1988
69000.0,840,31987,992.9821428571429,3.2108736E7,3.722752,13.34568
69500.0,840,32827,969.2154761904762,3.2922877E7,3.7896836834532373,13.026256
70000.0,870,33697,1022.4609195402298,3.3812418E7,3.864276342857143,14.232656
70500.0,860,34557,975.1,3.4651004E7,3.9320288226950355,13.417376
71000.0,865,35422,988.7791907514451,3.5506298E7,4.000709633802817,13.684704
71500.0,828,36250,998.1388888888889,3.6332757E7,4.06520358041958,13.223344
72000.0,852,37102,1001.8884976525821,3.7186366E7,4.131818444444444,13.657744
72500.0,813,37915,1025.5030750307503,3.80201E7,4.195321379310346,13.339744
73000.0,869,38784,1000.1415420023015,3.8889223E7,4.261832657534247,13.905968
73500.0,844,39628,1012.7345971563981,3.9743971E7,4.3258743945578235,13.675968
74000.0,829,40457,947.0,4.0529034E7,4.38151718918919,12.561008
74500.0,833,41290,983.0504201680673,4.1347915E7,4.440044563758389,13.102096
75000.0,835,42125,994.5868263473054,4.2178395E7,4.4990288,13.28768
75500.0,845,42970,988.8,4.3013931E7,4.557767523178808,13.368576
76000.0,861,43831,986.8815331010453,4.3863636E7,4.617224842105263,13.59528
76500.0,852,44683,999.9612676056338,4.4715603E7,4.676141490196079,13.631472
77000.0,836,45519,1017.933014354067,4.5566595E7,4.734191688311689,13.615872
77500.0,852,46371,1004.3849765258216,4.6422331E7,4.791982554838709,13.691776
78000.0,832,47203,1001.2704326923077,4.7255388E7,4.846706461538462,13.328912
78500.0,842,48045,1022.2375296912114,4.8116112E7,4.903552815286624,13.771584
79000.0,822,48867,1011.4087591240876,4.894749E7,4.956707848101265,13.302048
79500.0,825,49692,1010.88,4.9781466E7,5.009455698113208,13.343616
80000.0,833,50525,1021.5714285714286,5.0632435E7,5.0632435,13.615504
80500.0,832,51357,1011.8737980769231,5.1474314E7,5.115459776397515,13.470064
81000.0,827,52184,1016.515114873035,5.2314972E7,5.166910814814815,13.450528
81500.0,836,53020,968.799043062201,5.3124888E7,5.214712932515337,12.958656
82000.0,843,53863,1002.0367734282326,5.3969605E7,5.265327317073171,13.515472
82500.0,844,54707,993.3601895734597,5.4808001E7,5.314715248484848,13.414336
83000.0,852,55559,1007.1877934272301,5.5666125E7,5.365409638554217,13.729984
83500.0,826,56385,1011.2542372881356,5.6501421E7,5.4133097964071855,13.364736
84000.0,853,57238,986.7807737397421,5.7343145E7,5.461251904761904,13.467584
84500.0,846,58084,981.7210401891253,5.8173681E7,5.507567431952663,13.288576
85000.0,841,58925,982.5243757431629,5.8999984E7,5.552939670588235,13.220848
85500.0,841,59766,974.0011890606421,5.9819119E7,5.597110549707603,13.10616
86000.0,821,60587,989.2740560292326,6.0631313E7,5.640122139534884,12.995104
86500.0,861,61448,1016.123112659698,6.1506195E7,5.688434219653179,13.998112
87000.0,836,62284,999.1566985645933,6.234149E7,5.732550804597701,13.36472
87500.0,857,63141,970.0606767794633,6.3172832E7,5.775801782857142,13.301472
88000.0,835,63976,965.465868263473,6.3978996E7,5.816272363636363,12.898624
88500.0,860,64836,1020.046511627907,6.4856236E7,5.8627105988700565,14.03584
89000.0,859,65695,949.5366705471479,6.5671888E7,5.903091056179776,13.050432
89500.0,822,66517,975.2445255474453,6.6473539E7,5.9417688491620115,12.826416
90000.0,847,67364,949.7131050767414,6.7277946E7,5.980261866666667,12.870512
90500.0,845,68209,1001.5869822485207,6.8124287E7,6.0220364198895036,13.541456
91000.0,837,69046,1007.4062126642772,6.8967486E7,6.063075692307692,13.491184
91500.0,835,69881,978.9329341317365,6.9784895E7,6.101411584699454,13.078544
92000.0,847,70728,1014.7166469893742,7.064436E7,6.142987826086956,13.75144
92500.0,819,71547,985.1636141636142,7.1451209E7,6.179564021621621,12.909584
93000.0,854,72401,996.179156908665,7.2301946E7,6.21952223655914,13.611792
93500.0,827,73228,1018.5683192261185,7.3144302E7,6.258336,13.477696
94000.0,838,74066,1012.6443914081145,7.3992898E7,6.297267914893617,13.577536
94500.0,830,74896,987.5939759036145,7.4812601E7,6.333341883597884,13.115248
95000.0,838,75734,1039.8329355608591,7.5683981E7,6.3733878736842104,13.94208
95500.0,854,76588,982.7166276346604,7.6523221E7,6.410322178010471,13.42784
96000.0,832,77420,1024.6009615384614,7.7375689E7,6.447974083333334,13.639487999999998
96500.0,831,78251,999.3574007220217,7.8206155E7,6.483411813471503,13.287456
97000.0,851,79102,980.0305522914218,7.9040161E7,6.518776164948454,13.344096
97500.0,849,79951,1007.1625441696114,7.9895242E7,6.5555070358974366,13.681296
98000.0,824,80775,1012.747572815534,8.0729746E7,6.590183346938776,13.352064
98500.0,836,81611,999.5215311004785,8.1565346E7,6.624596629441624,13.3696
99000.0,854,82465,994.3548009367681,8.2414525E7,6.659759595959596,13.586864
99500.0,829,83294,991.3088057901085,8.323632E7,6.69236743718593,13.14872
100000.0,846,84140,1002.4101654846336,8.4084359E7,6.72674872,13.568624
100500.0,823,84963,1009.5346294046172,8.4915206E7,6.759419383084577,13.293552
101000.0,839,85802,994.9558998808105,8.5749974E7,6.792077148514852,13.356288
101500.0,845,86647,1002.8994082840237,8.6597424E7,6.825412729064039,13.5592
102000.0,843,87490,1005.1601423487544,8.7444774E7,6.858413647058824,13.5576
102500.0,857,88347,985.2263710618437,8.8289113E7,6.8908576,13.509424
103000.0,835,89182,1008.0718562874251,8.9130853E7,6.922784699029126,13.46784
103500.0,834,90016,976.5383693045563,8.9945286E7,6.952292637681159,13.030928
104000.0,841,90857,994.5481569560047,9.0781701E7,6.983207769230769,13.38264
104500.0,829,91686,986.8673100120627,9.1599814E7,7.01242595215311,13.089808
105000.0,860,92546,972.6906976744186,9.2436328E7,7.042767847619047,13.384224
105500.0,844,93390,981.9928909952606,9.326513E7,7.072237345971564,13.260832
106000.0,855,94245,1006.8163742690058,9.4125958E7,7.103845886792453,13.773248
106500.0,829,95074,1008.7068757539204,9.4962176E7,7.133308995305164,13.379488
107000.0,845,95919,1029.6568047337278,9.5832236E7,7.165026990654205,13.92096
107500.0,827,96746,978.2998790810158,9.664129E7,7.191909953488372,12.944864
108000.0,833,97579,1013.8091236494598,9.7485793E7,7.221169851851852,13.512048
108500.0,842,98421,999.9619952494062,9.8327761E7,7.249973161290322,13.471488
109000.0,841,99262,986.3876337693223,9.9157313E7,7.277600954128441,13.272832
109500.0,862,100124,977.9269141531322,1.00000286E8,7.305956968036529,13.487568
110000.0,861,100985,972.226480836237,1.00837373E8,7.333627127272727,13.393392
110500.0,832,101817,978.7391826923077,1.01651684E8,7.359397936651583,13.028976
111000.0,851,102668,968.5957696827262,1.02475959E8,7.385654702702703,13.1884
111500.0,842,103510,1001.3194774346794,1.0331907E8,7.413027443946189,13.489776
112000.0,866,104376,990.7909930715936,1.04177095E8,7.441221071428571,13.7284
112500.0,834,105210,969.1618705035971,1.04985376E8,7.465626737777778,12.932496
113000.0,845,106055,984.8627218934911,1.05817585E8,7.4915104424778765,13.315344
